,name,iata,oaci,fleet_size,img_ext,timestamp
777,Hi Fly,HFY,5K,14,https://images.flightradar24.com/assets/airlines/logotypes/981.png,2024-02-09 12:15:35.340320
778,Hi Fly Malta,HFM,3L,1,https://images.flightradar24.com/assets/airlines/logotypes/274.png,2024-02-09 12:15:35.340320
779,Hibernian Airlines,HBN,HG,3,https://images.flightradar24.com/assets/airlines/logotypes/1551.png,2024-02-09 12:15:35.340320
780,Himalaya Airlines,HIM,H9,4,https://images.flightradar24.com/assets/airlines/logotypes/1081.png,2024-02-09 12:15:35.340320
781,Hinterland Aviation,HND,OI,14,https://images.flightradar24.com/assets/airlines/logotypes/1425.png,2024-02-09 12:15:35.340320
782,HiSky,HYM,H7,8,https://images.flightradar24.com/assets/airlines/logotypes/1625.png,2024-02-09 12:15:35.340320
783,HK express,HKE,UO,34,https://www.flightradar24.com/static/images/data/operators/HKE_logo0.png,2024-02-09 12:15:35.340320
784,Hokkaido Air System,NTH,,4,placeholder,2024-02-09 12:15:35.340320
785,Hong Kong Air Cargo,HKC,RH,5,https://images.flightradar24.com/assets/airlines/logotypes/342.png,2024-02-09 12:15:35.340320
786,Hong Kong Airlines,CRK,HX,21,https://www.flightradar24.com/static/images/data/operators/CRK_logo0.png,2024-02-09 12:15:35.340320
787,Hop-A-Jet,HPJ,,9,https://images.flightradar24.com/assets/airlines/logotypes/1442.png,2024-02-09 12:15:35.340320
788,HTM Helicopter Travel Munich,HTM,,15,https://images.flightradar24.com/assets/airlines/logotypes/410.png,2024-02-09 12:15:35.340320
789,Hummingbird Aviation,ETI,,5,placeholder,2024-02-09 12:15:35.340320
790,Humo Air,USW,HJ,2,placeholder,2024-02-09 12:15:35.340320
791,Hungary - Air Force,HUF,,8,placeholder,2024-02-09 12:15:35.340320
792,Hunnu Air,MML,MR,4,https://www.flightradar24.com/static/images/data/operators/MML_logo0.png,2024-02-09 12:15:35.340320
793,Hydro Quebec,HYD,0Q,3,https://images.flightradar24.com/assets/airlines/logotypes/1292.png,2024-02-09 12:15:35.340320
794,Hyperion Aviation,HYP,,13,placeholder,2024-02-09 12:15:35.340320
795,I-Fly,RSY,F7,5,https://images.flightradar24.com/assets/airlines/logotypes/824.png,2024-02-09 12:15:35.340320
796,I-Fly Air,IFY,,3,placeholder,2024-02-09 12:15:35.340320
797,iAero Airways,SWQ,WQ,31,https://images.flightradar24.com/assets/airlines/logotypes/1209.png,2024-02-09 12:15:35.340320
798,IAS Medical,MDI,,6,placeholder,2024-02-09 12:15:35.340320
799,IASCO Flight Training,MMY,,24,placeholder,2024-02-09 12:15:35.340320
800,IBC Airways,CSQ,II,14,https://images.flightradar24.com/assets/airlines/logotypes/1319.png,2024-02-09 12:15:35.340320
801,Iberia,IBE,IB,132,https://images.flightradar24.com/assets/airlines/logotypes/13.png,2024-02-09 12:15:35.340320
802,Iberia Express,IBS,I2,29,https://images.flightradar24.com/assets/airlines/logotypes/855.png,2024-02-09 12:15:35.340320
803,Iberojet,EVE,E9,6,https://images.flightradar24.com/assets/airlines/logotypes/1187.png,2024-02-09 12:15:35.340320
804,Ibex Airlines,IBX,FW,9,https://images.flightradar24.com/assets/airlines/logotypes/1014.png,2024-02-09 12:15:35.340320
805,Ibom Air,IAN,QI,6,https://images.flightradar24.com/assets/airlines/logotypes/1604.png,2024-02-09 12:15:35.340320
806,Icar Air,RAC,,2,https://images.flightradar24.com/assets/airlines/logotypes/345.png,2024-02-09 12:15:35.340320
807,Icelandair,ICE,FI,47,https://images.flightradar24.com/assets/airlines/logotypes/48.png,2024-02-09 12:15:35.340320
808,ICS-Aero,ICF,,2,placeholder,2024-02-09 12:15:35.340320
809,IFL Group,IFL,,22,https://images.flightradar24.com/assets/airlines/logotypes/1445.png,2024-02-09 12:15:35.340320
810,Ikar,KAR,EO,7,https://images.flightradar24.com/assets/airlines/logotypes/1174.png,2024-02-09 12:15:35.340320
811,ImperialJet,JTI,,3,placeholder,2024-02-09 12:15:35.340320
812,India - Air Force,IFC,,235,placeholder,2024-02-09 12:15:35.340320
813,IndiaOne Air,IOA,I7,2,https://images.flightradar24.com/assets/airlines/logotypes/2198.png,2024-02-09 12:15:35.340320
814,IndiGo,IGO,6E,360,https://images.flightradar24.com/assets/airlines/logotypes/783.png,2024-02-09 12:15:35.340320
815,Initium Aviation,INI,,4,placeholder,2024-02-09 12:15:35.340320
816,Intel Air Shuttle,HGT,,6,https://images.flightradar24.com/assets/airlines/logotypes/1907.png,2024-02-09 12:15:35.340320
817,InterCaribbean Airways,IWY,JY,20,https://images.flightradar24.com/assets/airlines/logotypes/1151.png,2024-02-09 12:15:35.340320
818,InterJet West,IJW,K8,1,placeholder,2024-02-09 12:15:35.340320
819,International Committee of the Red Cross,RED,,2,placeholder,2024-02-09 12:15:35.340320
820,International Jet Management,IJM,,9,https://images.flightradar24.com/assets/airlines/logotypes/1714.png,2024-02-09 12:15:35.340320
821,IrAero,IAE,IO,12,https://images.flightradar24.com/assets/airlines/logotypes/1011.png,2024-02-09 12:15:35.340320
822,Iran Air,IRA,IR,30,https://images.flightradar24.com/assets/airlines/logotypes/27.png,2024-02-09 12:15:35.340320
823,Iran Airtour,IRB,B9,14,https://images.flightradar24.com/assets/airlines/logotypes/238.png,2024-02-09 12:15:35.340320
824,Iran Aseman Airlines,IRC,EP,16,https://images.flightradar24.com/assets/airlines/logotypes/240.png,2024-02-09 12:15:35.340320
825,Iraq Gate Company,IGC,,4,placeholder,2024-02-09 12:15:35.340320
826,Iraqi Airways,IAW,IA,31,https://www.flightradar24.com/static/images/data/operators/IAW_logo0.png,2024-02-09 12:15:35.340320
827,Island Wings,IWL,,1,placeholder,2024-02-09 12:15:35.340320
828,Israir Airlines,ISR,6H,6,https://images.flightradar24.com/assets/airlines/logotypes/82.png,2024-02-09 12:15:35.340320
829,ITA Airways,ITY,AZ,91,https://images.flightradar24.com/assets/airlines/logotypes/10.png,2024-02-09 12:15:35.340320
830,Italfly,ITL,,12,placeholder,2024-02-09 12:15:35.340320
831,Italy - Air Force,IAM,,187,placeholder,2024-02-09 12:15:35.340320
832,Italy - Army,IEI,,19,placeholder,2024-02-09 12:15:35.340320
833,Italy - Coast Guard,GCI,,20,placeholder,2024-02-09 12:15:35.340320
834,Italy - Navy,MMI,,22,placeholder,2024-02-09 12:15:35.340320
835,iXAir,IXR,,4,placeholder,2024-02-09 12:15:35.340320
836,Izhavia,IZA,I8,6,https://www.flightradar24.com/static/images/data/operators/IZA_logo0.png,2024-02-09 12:15:35.340320
837,Jambojet,JMA,JM,8,https://images.flightradar24.com/assets/airlines/logotypes/1288.png,2024-02-09 12:15:35.340320
838,Japan Air Commuter,JAC,JC,11,https://images.flightradar24.com/assets/airlines/logotypes/16.png,2024-02-09 12:15:35.340320
839,Japan Airlines,JAL,JL,146,https://images.flightradar24.com/assets/airlines/logotypes/24.png,2024-02-09 12:15:35.340320
840,Japan Transocean Air,JTA,NU,19,https://images.flightradar24.com/assets/airlines/logotypes/336.png,2024-02-09 12:15:35.340320
841,Jayawijaya Dirgantara,JWD,,1,placeholder,2024-02-09 12:15:35.340320
842,Jazeera Airways,JZR,J9,23,https://images.flightradar24.com/assets/airlines/logotypes/538.png,2024-02-09 12:15:35.340320
843,Jeju Air,JJA,7C,41,https://images.flightradar24.com/assets/airlines/logotypes/760.png,2024-02-09 12:15:35.340320
844,Jet Aviation Business Jets,PJS,PP,12,placeholder,2024-02-09 12:15:35.340320
845,Jet Aviation Flight Services,JAS,,2,https://images.flightradar24.com/assets/airlines/logotypes/451.png,2024-02-09 12:15:35.340320
846,Jet Concierge Club,JCO,,1,placeholder,2024-02-09 12:15:35.340320
847,Jet Executive,JEI,,4,https://images.flightradar24.com/assets/airlines/logotypes/1737.png,2024-02-09 12:15:35.340320
848,Jet Fly Airline,JFL,,3,placeholder,2024-02-09 12:15:35.340320
849,Jet It,JIT,,7,https://images.flightradar24.com/assets/airlines/logotypes/1866.png,2024-02-09 12:15:35.340320
850,Jet Linx Aviation,JTL,JL,106,https://images.flightradar24.com/assets/airlines/logotypes/1368.png,2024-02-09 12:15:35.340320
851,Jet Logistics,JLG,,8,placeholder,2024-02-09 12:15:35.340320
852,Jet Net Services,JNS,,2,placeholder,2024-02-09 12:15:35.340320
853,Jet OUT,CRE,,5,https://images.flightradar24.com/assets/airlines/logotypes/2569.png,2024-02-09 12:15:35.340320
854,Jet Story,JDI,,16,https://images.flightradar24.com/assets/airlines/logotypes/1709.png,2024-02-09 12:15:35.340320
855,Jet2,EXS,LS,112,https://www.flightradar24.com/static/images/data/operators/EXS_logo0.png,2024-02-09 12:15:35.340320
856,Jetair Caribbean,JRC,4J,2,https://images.flightradar24.com/assets/airlines/logotypes/1644.png,2024-02-09 12:15:35.340320
857,Jetbee Czech,JBC,,4,https://images.flightradar24.com/assets/airlines/logotypes/1750.png,2024-02-09 12:15:35.340320
858,JetBlue Airways,JBU,B6,294,https://www.flightradar24.com/static/images/data/operators/JBU_logo0.png,2024-02-09 12:15:35.340320
859,Jetcall,JCL,,2,placeholder,2024-02-09 12:15:35.340320
860,Jetfly Aviation,JFA,,43,https://images.flightradar24.com/assets/airlines/logotypes/601.png,2024-02-09 12:15:35.340320
861,Jetkontor,JKH,,5,https://images.flightradar24.com/assets/airlines/logotypes/1561.png,2024-02-09 12:15:35.340320
862,Jetlines,CJL,AU,3,placeholder,2024-02-09 12:15:35.340320
863,JetNetherlands,JNL,,10,https://images.flightradar24.com/assets/airlines/logotypes/1572.png,2024-02-09 12:15:35.340320
864,Jetology,JTY,,1,placeholder,2024-02-09 12:15:35.340320
865,JetRight,JRT,,8,https://images.flightradar24.com/assets/airlines/logotypes/1385.png,2024-02-09 12:15:35.340320
866,JetSMART,JAT,JA,33,https://images.flightradar24.com/assets/airlines/logotypes/155.png,2024-02-09 12:15:35.340320
867,Jetstar,JST,JQ,112,https://images.flightradar24.com/assets/airlines/logotypes/205.png,2024-02-09 12:15:35.340320
868,JetStream,JSH,,13,https://images.flightradar24.com/assets/airlines/logotypes/1722.png,2024-02-09 12:15:35.340320
869,Jetsuite Air,RSP,,3,https://www.flightradar24.com/static/images/data/operators/RSP_logo0.png,2024-02-09 12:15:35.340320
870,Jettime,JTD,JP,11,https://images.flightradar24.com/assets/airlines/logotypes/1686.png,2024-02-09 12:15:35.340320
871,Jetways Airlines,JWX,WU,6,https://images.flightradar24.com/assets/airlines/logotypes/141.png,2024-02-09 12:15:35.340320
872,Jhonlin Air Transport,JLB,,5,placeholder,2024-02-09 12:15:35.340320
873,Jiangsu Jingdong Cargo Airlines,JDL,JG,6,placeholder,2024-02-09 12:15:35.340320
874,Jiangxi Air,CJX,RY,16,https://images.flightradar24.com/assets/airlines/logotypes/525.png,2024-02-09 12:15:35.340320
875,Jiangxi Express Commuter Aviation,KXA,,11,placeholder,2024-02-09 12:15:35.340320
876,Jin Air,JNA,LJ,27,https://images.flightradar24.com/assets/airlines/logotypes/1012.png,2024-02-09 12:15:35.340320
877,Jinxiang Airlines,JXX,,3,placeholder,2024-02-09 12:15:35.340320
878,Jivair,JIV,,2,placeholder,2024-02-09 12:15:35.340320
879,Jonair,JON,,7,https://images.flightradar24.com/assets/airlines/logotypes/1575.png,2024-02-09 12:15:35.340320
880,Jonika,JNK,,2,placeholder,2024-02-09 12:15:35.340320
881,Jordan - Air Force,RJZ,,12,placeholder,2024-02-09 12:15:35.340320
882,Jordan Aviation,JAV,R5,8,https://www.flightradar24.com/static/images/data/operators/JAV_logo0.png,2024-02-09 12:15:35.340320
883,JoyAir,JOY,JR,4,placeholder,2024-02-09 12:15:35.340320
884,JS Aviation,JSM,,2,https://images.flightradar24.com/assets/airlines/logotypes/2226.png,2024-02-09 12:15:35.340320
885,JSX,JSX,XE,75,https://images.flightradar24.com/assets/airlines/logotypes/806.png,2024-02-09 12:15:35.340320
886,Jump Air,JUP,,2,placeholder,2024-02-09 12:15:35.340320
887,Juneyao Air,DKH,HO,95,https://images.flightradar24.com/assets/airlines/logotypes/712.png,2024-02-09 12:15:35.340320
888,Jung Sky,JSY,,3,placeholder,2024-02-09 12:15:35.340320
889,K-Mile Air,KMI,8K,5,https://images.flightradar24.com/assets/airlines/logotypes/366.png,2024-02-09 12:15:35.340320
890,KaiserAir,KAI,,3,placeholder,2024-02-09 12:15:35.340320
891,Kalitta Air,CKS,K4,27,https://images.flightradar24.com/assets/airlines/logotypes/476.png,2024-02-09 12:15:35.340320
892,Kalitta Charters,KFS,K9,24,https://images.flightradar24.com/assets/airlines/logotypes/966.png,2024-02-09 12:15:35.340320
893,Kalitta Charters II,KII,K5,15,placeholder,2024-02-09 12:15:35.340320
894,Kam Air,KMF,RQ,11,https://www.flightradar24.com/static/images/data/operators/KMF_logo0.png,2024-02-09 12:15:35.340320
895,Kamaka Air,KMK,,10,https://images.flightradar24.com/assets/airlines/logotypes/1864.png,2024-02-09 12:15:35.340320
896,Karun Airlines,KRU,,12,placeholder,2024-02-09 12:15:35.340320
897,Keewatin Air,KEW,FK,4,https://images.flightradar24.com/assets/airlines/logotypes/1440.png,2024-02-09 12:15:35.340320
898,Kelowna Flightcraft Air,KFA,FK,5,https://www.flightradar24.com/static/images/data/operators/KFA_logo0.png,2024-02-09 12:15:35.340320
899,Kenmore Air,KEN,M5,34,https://www.flightradar24.com/static/images/data/operators/KEN_logo0.png,2024-02-09 12:15:35.340320
900,Kenn Borek Air,KBA,4K,36,placeholder,2024-02-09 12:15:35.340320
901,Kent State University,KSF,,35,placeholder,2024-02-09 12:15:35.340320
902,Kenya Airways,KQA,KQ,33,https://images.flightradar24.com/assets/airlines/logotypes/54.png,2024-02-09 12:15:35.340320
903,Key Lime Air,LYM,KG,22,https://images.flightradar24.com/assets/airlines/logotypes/1236.png,2024-02-09 12:15:35.340320
904,KhabAvia,KHF,,1,placeholder,2024-02-09 12:15:35.340320
905,Kish Air,KIS,,10,https://www.flightradar24.com/static/images/data/operators/KIS_logo0.png,2024-02-09 12:15:35.340320
906,KlasJet,KLJ,,12,placeholder,2024-02-09 12:15:35.340320
907,KLM,KLM,KL,175,https://images.flightradar24.com/assets/airlines/logotypes/8.png,2024-02-09 12:15:35.340320
908,KN Helicopters,SHW,,8,placeholder,2024-02-09 12:15:35.340320
909,Korea Aerospace University,HGD,,19,placeholder,2024-02-09 12:15:35.340320
910,Korea Aviation College,KAG,,6,placeholder,2024-02-09 12:15:35.340320
911,Korea National University of Transportation,KTU,,5,placeholder,2024-02-09 12:15:35.340320
912,Korean Air,KAL,KE,159,https://images.flightradar24.com/assets/airlines/logotypes/91.png,2024-02-09 12:15:35.340320
913,Kosmos Airlines,KSM,,7,placeholder,2024-02-09 12:15:35.340320
914,Krasavia,SSJ,KV,17,placeholder,2024-02-09 12:15:35.340320
915,Kudlik Aviation,KUK,,3,placeholder,2024-02-09 12:15:35.340320
916,Kunming Airlines,KNA,KY,31,https://www.flightradar24.com/static/images/data/operators/KNA_logo0.png,2024-02-09 12:15:35.340320
917,Kuwait Airways,KAC,KU,33,https://images.flightradar24.com/assets/airlines/logotypes/72.png,2024-02-09 12:15:35.340320
918,Kyungwoon University,WCD,,8,placeholder,2024-02-09 12:15:35.340320
919,L.J. Aviation,LJY,,15,placeholder,2024-02-09 12:15:35.340320
920,L3Harris Airline Academy,LFA,,48,placeholder,2024-02-09 12:15:35.340320
921,La Compagnie,DJT,B0,2,https://www.flightradar24.com/static/images/data/operators/DJT_logo0.png,2024-02-09 12:15:35.340320
922,La Costena,NIS,LC,3,https://images.flightradar24.com/assets/airlines/logotypes/1542.png,2024-02-09 12:15:35.340320
923,Labcorp,SKQ,,11,https://images.flightradar24.com/assets/airlines/logotypes/1446.png,2024-02-09 12:15:35.340320
924,LAM,LAM,TM,3,https://www.flightradar24.com/static/images/data/operators/LAM_logo0.png,2024-02-09 12:15:35.340320
925,Lanmei Airlines,MKR,LQ,1,https://images.flightradar24.com/assets/airlines/logotypes/210.png,2024-02-09 12:15:35.340320
926,Lao Airlines,LAO,QV,11,https://images.flightradar24.com/assets/airlines/logotypes/232.png,2024-02-09 12:15:35.340320
927,Lao Skyway,LLL,LK,2,https://images.flightradar24.com/assets/airlines/logotypes/58.png,2024-02-09 12:15:35.340320
928,LAS Cargo,LAU,4L,6,https://images.flightradar24.com/assets/airlines/logotypes/1643.png,2024-02-09 12:15:35.340320
929,Laser Airlines,LER,QL,8,https://images.flightradar24.com/assets/airlines/logotypes/1211.png,2024-02-09 12:15:35.340320
930,LATAM Airlines,LAN,LA,311,https://images.flightradar24.com/assets/airlines/logotypes/140.png,2024-02-09 12:15:35.340320
931,LATAM Cargo,LCO,UC,21,https://images.flightradar24.com/assets/airlines/logotypes/875.png,2024-02-09 12:15:35.340320
932,Latvia - Air Force,LAF,,3,placeholder,2024-02-09 12:15:35.340320
933,Lauda Europe,LDA,LW,28,https://images.flightradar24.com/assets/airlines/logotypes/1562.png,2024-02-09 12:15:35.340320
934,LEAV Aviation,NGN,KK,2,https://images.flightradar24.com/assets/airlines/logotypes/2094.png,2024-02-09 12:15:35.340320
935,Legacy Airways,LGF,,1,placeholder,2024-02-09 12:15:35.340320
936,Legend Airlines,LAL,LZ,4,https://images.flightradar24.com/assets/airlines/logotypes/2122.png,2024-02-09 12:15:35.340320
937,Legends Airways,DVY,,7,placeholder,2024-02-09 12:15:35.340320
938,LIAT,LIA,LI,2,https://images.flightradar24.com/assets/airlines/logotypes/257.png,2024-02-09 12:15:35.340320
939,Libya - Air Force,LBF,,1,placeholder,2024-02-09 12:15:35.340320
940,Libyan Airlines,LAA,LN,6,https://www.flightradar24.com/static/images/data/operators/LAA_logo0.png,2024-02-09 12:15:35.340320
941,Libyan Express,LXX,,3,placeholder,2024-02-09 12:15:35.340320
942,Libyan Wings,LWA,YL,4,https://images.flightradar24.com/assets/airlines/logotypes/493.png,2024-02-09 12:15:35.340320
943,Liebherr Aerospace,LHB,,6,placeholder,2024-02-09 12:15:35.340320
944,Life Line Aviation,LLK,,2,placeholder,2024-02-09 12:15:35.340320
945,Lift,GBB,GE,6,https://images.flightradar24.com/assets/airlines/logotypes/1609.png,2024-02-09 12:15:35.340320
946,Lion Air,LNI,JT,96,https://www.flightradar24.com/static/images/data/operators/LNI_logo0.png,2024-02-09 12:15:35.340320
947,Lipican Aer,LIP,8I,3,placeholder,2024-02-09 12:15:35.340320
948,Liz Aviation,LAZ,L0,3,placeholder,2024-02-09 12:15:35.340320
949,Loganair,LOG,LM,41,https://www.flightradar24.com/static/images/data/operators/LOG_logo0.png,2024-02-09 12:15:35.340320
950,LongJiang Airlines,SNG,LT,9,https://images.flightradar24.com/assets/airlines/logotypes/78.png,2024-02-09 12:15:35.340320
951,Longtail Aviation,LGT,6T,3,placeholder,2024-02-09 12:15:35.340320
952,Loong Air,CDC,GJ,69,https://images.flightradar24.com/assets/airlines/logotypes/67.png,2024-02-09 12:15:35.340320
953,LOT,LOT,LO,73,https://images.flightradar24.com/assets/airlines/logotypes/11.png,2024-02-09 12:15:35.340320
954,Lucky Air,LKE,8L,50,https://www.flightradar24.com/static/images/data/operators/LKE_logo0.png,2024-02-09 12:15:35.340320
955,Lufthansa,DLH,LH,329,https://images.flightradar24.com/assets/airlines/logotypes/1.png,2024-02-09 12:15:35.340320
956,Lufthansa Cargo,GEC,,15,https://www.flightradar24.com/static/images/data/operators/GEC_logo0.png,2024-02-09 12:15:35.340320
957,Lufttransport,LTR,,4,https://www.flightradar24.com/static/images/data/operators/LTR_logo0.png,2024-02-09 12:15:35.340320
958,Lumiwings,LWI,L9,3,https://images.flightradar24.com/assets/airlines/logotypes/616.png,2024-02-09 12:15:35.340320
959,Lunds Universitet,UNY,,7,placeholder,2024-02-09 12:15:35.340320
960,Luxair,LGL,LG,21,https://images.flightradar24.com/assets/airlines/logotypes/153.png,2024-02-09 12:15:35.340320
961,Luxaviation,LXA,,2,https://images.flightradar24.com/assets/airlines/logotypes/1748.png,2024-02-09 12:15:35.340320
962,Luxaviation Belgium,AAB,,23,https://images.flightradar24.com/assets/airlines/logotypes/1712.png,2024-02-09 12:15:35.340320
963,Luxaviation E.A,LMJ,,1,https://images.flightradar24.com/assets/airlines/logotypes/1779.png,2024-02-09 12:15:35.340320
964,Luxaviation Germany,LXG,,2,https://images.flightradar24.com/assets/airlines/logotypes/377.png,2024-02-09 12:15:35.340320
965,Luxaviation UK,LNX,,13,https://images.flightradar24.com/assets/airlines/logotypes/1706.png,2024-02-09 12:15:35.340320
966,Luxembourg Air Ambulance,LRQ,,7,placeholder,2024-02-09 12:15:35.340320
967,Luxwing,LWG,BN,23,https://images.flightradar24.com/assets/airlines/logotypes/1617.png,2024-02-09 12:15:35.340320
968,Lydd Air,LYD,,1,https://images.flightradar24.com/assets/airlines/logotypes/427.png,2024-02-09 12:15:35.340320
969,Lynden Air Cargo,LYC,L2,13,placeholder,2024-02-09 12:15:35.340320
970,Lynx Air,DAT,Y9,9,https://images.flightradar24.com/assets/airlines/logotypes/1434.png,2024-02-09 12:15:35.340320
971,MAE Aircraft Management,MEN,MA,1,placeholder,2024-02-09 12:15:35.340320
972,Maersk Air Cargo,SRR,DJ,23,https://images.flightradar24.com/assets/airlines/logotypes/599.png,2024-02-09 12:15:35.340320
973,Magnicharters,GMT,UJ,6,placeholder,2024-02-09 12:15:35.340320
974,Mahan Air,IRM,W5,34,https://images.flightradar24.com/assets/airlines/logotypes/348.png,2024-02-09 12:15:35.340320
975,Makers Air,WMA,,5,https://images.flightradar24.com/assets/airlines/logotypes/1897.png,2024-02-09 12:15:35.340320
976,Malawi Airlines,MWI,3W,3,https://www.flightradar24.com/static/images/data/operators/MWI_logo0.png,2024-02-09 12:15:35.340320
977,Malaysia - Air Force,RMF,,13,placeholder,2024-02-09 12:15:35.340320
978,Malaysia Airlines,MAS,MH,76,https://images.flightradar24.com/assets/airlines/logotypes/23.png,2024-02-09 12:15:35.340320
979,Maldivian,DQA,Q2,26,https://www.flightradar24.com/static/images/data/operators/DQA_logo0.png,2024-02-09 12:15:35.340320
980,Maleth-Aero,MLT,DB,5,placeholder,2024-02-09 12:15:35.340320
981,Mali Air,MAE,,5,placeholder,2024-02-09 12:15:35.340320
982,Malta Air,MAY,,6,https://images.flightradar24.com/assets/airlines/logotypes/1530.png,2024-02-09 12:15:35.340320
983,Malta MedAir,MMO,MT,1,placeholder,2024-02-09 12:15:35.340320
984,Manasik Aviation,MNM,XN,1,placeholder,2024-02-09 12:15:35.340320
985,Mandarin Airlines,MDA,AE,10,https://images.flightradar24.com/assets/airlines/logotypes/264.png,2024-02-09 12:15:35.340320
986,Mann Yadanarpon Airlines,MYP,7Y,3,https://images.flightradar24.com/assets/airlines/logotypes/1202.png,2024-02-09 12:15:35.340320
987,Manta Air,MAV,NR,20,https://images.flightradar24.com/assets/airlines/logotypes/997.png,2024-02-09 12:15:35.340320
988,Map Linhas Aereas,PAM,7M,1,https://images.flightradar24.com/assets/airlines/logotypes/568.png,2024-02-09 12:15:35.340320
989,Marabu,MBU,DI,7,https://images.flightradar24.com/assets/airlines/logotypes/2250.png,2024-02-09 12:15:35.340320
990,Marathon Airlines,MTO,O8,5,https://images.flightradar24.com/assets/airlines/logotypes/2056.png,2024-02-09 12:15:35.340320
991,Martinair Holland,MPH,MP,1,https://www.flightradar24.com/static/images/data/operators/MPH_logo0.png,2024-02-09 12:15:35.340320
992,Martinaire,MRA,,26,placeholder,2024-02-09 12:15:35.340320
993,mas,MAA,M7,4,https://images.flightradar24.com/assets/airlines/logotypes/873.png,2024-02-09 12:15:35.340320
994,Massey University School of Aviation,MSY,,14,placeholder,2024-02-09 12:15:35.340320
995,MASwings,MWG,MY,16,https://www.flightradar24.com/static/images/data/operators/MWG_logo0.png,2024-02-09 12:15:35.340320
996,Mauritania Airlines International,MAI,L6,5,https://www.flightradar24.com/static/images/data/operators/MAI_logo0.png,2024-02-09 12:15:35.340320
997,Mavi Gok Airlines,MGH,4M,9,https://images.flightradar24.com/assets/airlines/logotypes/2090.png,2024-02-09 12:15:35.340320
998,Max Air,NGL,VM,5,https://images.flightradar24.com/assets/airlines/logotypes/1595.png,2024-02-09 12:15:35.340320
999,Max Aviation,MAX,,12,https://images.flightradar24.com/assets/airlines/logotypes/1242.png,2024-02-09 12:15:35.340320
1000,Maxair,NTW,,10,placeholder,2024-02-09 12:15:35.340320
1001,Maximus Airlines,MXM,6M,1,https://images.flightradar24.com/assets/airlines/logotypes/122.png,2024-02-09 12:15:35.340320
1002,Maya Island Air,MYD,2M,7,placeholder,2024-02-09 12:15:35.340320
1003,McNeely Charter Services,MDS,,4,placeholder,2024-02-09 12:15:35.340320
1004,MEA,MEA,ME,24,https://images.flightradar24.com/assets/airlines/logotypes/118.png,2024-02-09 12:15:35.340320
1005,Med-Trans,MEK,,13,placeholder,2024-02-09 12:15:35.340320
1006,Medavia,MDM,,3,placeholder,2024-02-09 12:15:35.340320
1007,Medsky Airways,MNS,BM,2,placeholder,2024-02-09 12:15:35.340320
1008,Meraj Airlines,MRJ,,7,https://www.flightradar24.com/static/images/data/operators/MRJ_logo0.png,2024-02-09 12:15:35.340320
1009,Meridian,MEM,,4,placeholder,2024-02-09 12:15:35.340320
1010,Meridian Air Company,MMM,,7,placeholder,2024-02-09 12:15:35.340320
1011,Mesa Airlines,ASH,YV,49,https://images.flightradar24.com/assets/airlines/logotypes/1098.png,2024-02-09 12:15:35.340320
1012,Mexicana,MXA,,3,placeholder,2024-02-09 12:15:35.340320
1013,Mexico - Air Force,FAM,,77,placeholder,2024-02-09 12:15:35.340320
1014,Mexico - Navy,ANX,,33,placeholder,2024-02-09 12:15:35.340320
1015,MHS Aviation,MHV,M2,11,https://images.flightradar24.com/assets/airlines/logotypes/1431.png,2024-02-09 12:15:35.340320
1016,MIAT Mongolian Airlines,MGL,OM,9,https://images.flightradar24.com/assets/airlines/logotypes/130.png,2024-02-09 12:15:35.340320
1017,Midamerica Jet,MJR,,6,placeholder,2024-02-09 12:15:35.340320
1018,Middle Georgia State University,NIT,,23,placeholder,2024-02-09 12:15:35.340320
1019,Middle Tennessee State University,MTU,,32,placeholder,2024-02-09 12:15:35.340320
1020,Midwest Aviation,DZR,,10,https://images.flightradar24.com/assets/airlines/logotypes/1636.png,2024-02-09 12:15:35.340320
1021,Midwest Aviation Division,MWT,,8,https://images.flightradar24.com/assets/airlines/logotypes/1373.png,2024-02-09 12:15:35.340320
1022,Millesime Aviation,MIM,,3,https://images.flightradar24.com/assets/airlines/logotypes/2222.png,2024-02-09 12:15:35.340320
1023,Mingalar,KBZ,K7,5,https://www.flightradar24.com/static/images/data/operators/KBZ_logo0.png,2024-02-09 12:15:35.340320
1024,MNG Airlines,MNB,MB,11,https://images.flightradar24.com/assets/airlines/logotypes/558.png,2024-02-09 12:15:35.340320
1025,Moalem Aviation,AMA,,2,placeholder,2024-02-09 12:15:35.340320
1026,Moçambique Expresso,MXE,,4,placeholder,2024-02-09 12:15:35.340320
1027,Modern Logistics,MWM,WD,4,placeholder,2024-02-09 12:15:35.340320
1028,Monacair,MCR,QM,6,https://images.flightradar24.com/assets/airlines/logotypes/96.png,2024-02-09 12:15:35.340320
1029,Mongolian Airways,MGW,XF,1,placeholder,2024-02-09 12:15:35.340320
1030,Motor Sich Airlines,MSI,M9,9,https://images.flightradar24.com/assets/airlines/logotypes/1007.png,2024-02-09 12:15:35.340320
1031,Mountain Aviation,FTH,,68,https://images.flightradar24.com/assets/airlines/logotypes/1792.png,2024-02-09 12:15:35.340320
1032,Mountain Flyers,MFB,,11,placeholder,2024-02-09 12:15:35.340320
1033,Multiflight,MFT,,4,placeholder,2024-02-09 12:15:35.340320
1034,My Freighter,MFX,C6,3,placeholder,2024-02-09 12:15:35.340320
